,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
10370,33,Female,86.7,1.8,186.0,143.0,62.0,1.05,Cardio,10.9,3.0,5,3,26.8,7.0,0.6532258064516129,4.57258064516129,416.3
10371,55,Female,63.1,1.77,164.0,120.0,68.0,0.58,Yoga,26.2,3.5,2,0,20.1,3.0,0.5416666666666666,1.625,59.5
10372,28,Male,103.0,1.8,200.0,181.0,72.0,0.89,HIIT,20.3,3.5,5,1,31.7,9.5,0.8515625,8.08984375,741.6
10373,20,Male,66.0,1.62,205.0,139.0,59.0,1.27,Yoga,16.1,4.7,7,3,25.1,3.0,0.547945205479452,1.643835616438356,137.8
10374,32,Male,97.4,1.76,181.0,134.0,77.0,0.59,Yoga,19.2,3.1,3,1,31.5,3.0,0.5480769230769231,1.6442307692307694,94.5
10375,18,Male,56.8,1.57,204.0,162.0,64.0,1.21,Strength,14.1,3.6,7,2,22.9,6.0,0.7,4.199999999999999,288.7
10376,24,Male,68.5,1.65,200.0,178.0,56.0,1.41,HIIT,16.2,3.5,6,3,25.1,9.5,0.8472222222222222,8.04861111111111,777.4
10377,18,Male,71.1,1.66,201.0,158.0,58.0,0.7,Strength,19.7,3.9,6,2,25.7,6.0,0.6993006993006993,4.195804195804196,208.8
10378,49,Male,61.4,1.62,172.0,157.0,76.0,0.8,HIIT,32.0,3.9,3,0,23.3,9.5,0.84375,8.015625,393.7
10379,26,Male,78.6,1.64,200.0,161.0,72.0,0.77,Strength,26.2,3.6,3,0,29.1,6.0,0.6953125,4.171875,252.5
10380,46,Male,84.4,1.63,175.0,142.0,81.0,0.67,Cardio,26.8,2.9,2,0,31.7,7.0,0.648936170212766,4.542553191489362,256.9
10381,43,Female,45.0,1.58,180.0,164.0,68.0,1.18,HIIT,23.8,3.5,5,2,18.0,9.5,0.8571428571428571,8.142857142857142,432.4
10382,40,Male,85.0,1.77,187.0,148.0,74.0,0.35,Cardio,28.4,2.3,2,0,27.3,7.0,0.6548672566371682,4.5840707964601775,136.4
10383,46,Female,56.4,1.66,172.0,144.0,78.0,1.06,Strength,36.5,4.0,3,0,20.4,6.0,0.7021276595744681,4.212765957446809,251.9
10384,55,Female,52.0,1.7,169.0,148.0,84.0,0.54,Mixed,22.9,4.1,2,0,18.0,8.0,0.7529411764705882,6.023529411764706,169.1
10385,50,Male,75.0,1.7,168.0,128.0,55.0,1.37,Cardio,21.8,3.7,7,3,26.1,7.0,0.6460176991150443,4.522123893805309,464.6
10386,24,Male,74.1,1.69,201.0,169.0,72.0,0.76,Mixed,19.1,3.3,3,0,26.1,8.0,0.751937984496124,6.015503875968992,338.8
10387,29,Male,76.3,1.69,188.0,162.0,85.0,0.5,Mixed,28.8,4.2,3,0,26.7,8.0,0.7475728155339806,5.980582524271845,228.2
10388,48,Male,69.3,1.65,174.0,126.0,66.0,0.97,Yoga,18.9,4.0,5,1,25.5,3.0,0.5555555555555556,1.6666666666666667,112.0
10389,49,Female,91.3,1.82,170.0,156.0,78.0,0.55,HIIT,24.8,3.0,2,0,27.5,9.5,0.8478260869565217,8.054347826086957,404.4
10390,37,Female,66.6,1.76,186.0,154.0,81.0,0.7,Strength,23.4,3.4,2,0,21.6,6.0,0.6952380952380952,4.171428571428571,194.5
10391,34,Male,70.9,1.68,182.0,155.0,75.0,0.64,Mixed,28.8,3.6,3,0,25.1,8.0,0.7476635514018691,5.981308411214953,271.4
10392,53,Female,71.6,1.64,166.0,133.0,73.0,0.75,Cardio,23.4,2.8,5,1,26.8,7.0,0.6451612903225806,4.516129032258064,242.5
10393,20,Male,81.8,1.67,200.0,156.0,74.0,0.55,Cardio,22.0,2.6,3,0,29.4,7.0,0.6507936507936508,4.555555555555555,205.0
10394,18,Female,71.7,1.72,197.0,139.0,69.0,1.43,Yoga,17.7,4.0,5,3,24.2,3.0,0.546875,1.640625,168.2
10395,44,Female,77.5,1.83,173.0,128.0,73.0,0.64,Yoga,33.3,3.6,3,0,23.1,3.0,0.55,1.65,81.8
10396,57,Male,56.6,1.54,155.0,125.0,55.0,1.17,Strength,9.4,3.7,7,3,23.8,6.0,0.7,4.199999999999999,278.1
10397,50,Male,58.6,1.75,172.0,141.0,69.0,1.37,Strength,15.8,3.9,7,2,19.2,6.0,0.6990291262135923,4.194174757281553,336.7
10398,37,Female,87.0,1.79,187.0,146.0,69.0,0.86,Cardio,20.7,2.4,7,2,27.1,7.0,0.652542372881356,4.567796610169491,341.8
10399,31,Male,42.6,1.53,182.0,155.0,76.0,0.93,Mixed,21.0,4.1,2,0,18.2,8.0,0.7452830188679245,5.962264150943396,236.2
10400,53,Female,70.6,1.66,161.0,128.0,65.0,1.0,Cardio,19.1,3.1,7,2,25.6,7.0,0.65625,4.59375,324.3
10401,22,Male,60.3,1.57,193.0,161.0,63.0,1.12,Mixed,18.3,4.5,5,2,24.3,8.0,0.7538461538461538,6.030769230769231,407.3
10402,40,Male,53.4,1.72,174.0,136.0,66.0,0.73,Cardio,20.8,2.5,5,1,18.0,7.0,0.6481481481481481,4.537037037037037,176.9
10403,32,Male,48.7,1.64,190.0,153.0,67.0,0.61,Strength,24.4,2.9,3,1,18.0,6.0,0.6991869918699187,4.195121951219512,124.6
10404,23,Male,57.2,1.67,194.0,164.0,77.0,0.32,Mixed,32.8,3.5,3,0,20.6,8.0,0.7435897435897436,5.948717948717949,108.9
10405,50,Male,60.8,1.64,171.0,141.0,69.0,1.15,Strength,16.7,3.9,5,1,22.6,6.0,0.7058823529411765,4.235294117647059,296.1
10406,36,Male,91.8,1.75,180.0,146.0,68.0,0.99,Strength,24.8,3.7,3,0,29.9,6.0,0.6964285714285714,4.178571428571429,379.8
10407,30,Male,68.3,1.7,188.0,143.0,58.0,1.02,Cardio,16.0,3.0,5,3,23.6,7.0,0.6538461538461539,4.576923076923077,318.9
10408,46,Female,76.0,1.7,179.0,139.0,64.0,0.99,Cardio,22.0,3.2,4,2,26.2,7.0,0.6521739130434783,4.565217391304348,343.5
10409,23,Male,83.6,1.7,191.0,140.0,78.0,0.62,Yoga,25.5,4.0,2,0,29.1,3.0,0.5486725663716814,1.646017699115044,85.3
10410,32,Female,85.4,1.74,185.0,151.0,71.0,0.85,Strength,21.5,3.6,4,1,28.3,6.0,0.7017543859649122,4.2105263157894735,305.6
10411,33,Male,65.6,1.65,189.0,139.0,79.0,0.69,Yoga,24.1,3.9,4,1,24.0,3.0,0.5454545454545454,1.6363636363636362,74.1
10412,41,Female,72.5,1.85,177.0,161.0,70.0,0.7,HIIT,24.9,2.8,2,0,21.2,9.5,0.8504672897196262,8.07943925233645,410.0
10413,40,Male,63.0,1.56,181.0,147.0,68.0,0.93,Strength,16.5,3.3,6,2,26.0,6.0,0.6991150442477876,4.1946902654867255,245.8
10414,27,Male,48.3,1.51,193.0,141.0,78.0,0.63,Yoga,25.1,3.2,3,0,21.3,3.0,0.5478260869565217,1.643478260869565,50.0
10415,58,Female,70.3,1.5,154.0,142.0,71.0,1.02,HIIT,24.2,3.6,3,1,31.3,9.5,0.8554216867469879,8.126506024096386,582.7
10416,58,Male,59.5,1.47,169.0,139.0,69.0,0.68,Strength,18.8,3.4,3,1,27.5,6.0,0.7,4.199999999999999,169.9
10417,34,Male,75.8,1.75,186.0,150.0,67.0,0.8,Strength,20.9,3.2,3,1,24.8,6.0,0.6974789915966386,4.184873949579831,253.8
10418,47,Male,78.4,1.74,181.0,164.0,70.0,1.14,HIIT,17.2,4.0,4,1,26.1,9.5,0.8468468468468469,8.045045045045045,719.0
10419,27,Male,80.1,1.8,195.0,146.0,56.0,0.72,Cardio,18.8,2.6,7,2,24.7,7.0,0.6474820143884892,4.532374100719425,261.4
10420,36,Male,55.8,1.57,191.0,173.0,70.0,0.85,HIIT,25.9,3.6,2,0,22.5,9.5,0.8512396694214877,8.086776859504132,383.6
10421,46,Female,80.0,1.75,179.0,149.0,60.0,0.93,Mixed,22.0,4.2,5,2,26.0,8.0,0.7478991596638656,5.983193277310924,445.1
10422,19,Male,65.4,1.69,205.0,164.0,68.0,1.01,Strength,15.2,3.8,4,2,23.0,6.0,0.7007299270072993,4.204379562043796,277.7
10423,53,Female,91.4,1.7,166.0,144.0,78.0,0.59,Mixed,27.2,3.9,3,0,31.7,8.0,0.75,6.0,323.6
10424,36,Female,64.5,1.74,193.0,174.0,70.0,0.74,HIIT,29.9,3.7,2,0,21.2,9.5,0.8455284552845529,8.032520325203253,383.4
10425,24,Female,67.0,1.6,194.0,146.0,58.0,0.78,Cardio,23.0,2.7,7,2,26.0,7.0,0.6470588235294118,4.529411764705882,236.7
10426,43,Female,75.3,1.9,179.0,150.0,63.0,0.92,Mixed,29.3,4.0,5,1,20.9,8.0,0.75,6.0,415.7
10427,32,Female,68.5,1.81,192.0,137.0,70.0,1.11,Yoga,22.8,4.0,6,2,20.8,3.0,0.5491803278688525,1.6475409836065575,125.3
10428,55,Female,47.6,1.63,181.0,135.0,80.0,0.87,Yoga,26.1,3.3,3,0,18.0,3.0,0.5445544554455446,1.6336633663366338,67.7
10429,20,Female,63.3,1.57,205.0,164.0,68.0,1.14,Strength,19.5,4.1,7,2,25.6,6.0,0.7007299270072993,4.204379562043796,303.4
10430,55,Female,61.1,1.67,162.0,138.0,83.0,0.28,Strength,24.5,2.4,3,0,21.9,6.0,0.6962025316455697,4.177215189873418,71.5
10431,33,Male,81.7,1.7,188.0,147.0,69.0,1.37,Cardio,9.1,4.2,7,3,28.3,7.0,0.6554621848739496,4.588235294117647,513.6
10432,19,Female,81.9,1.79,194.0,147.0,60.0,1.43,Cardio,21.3,3.5,6,2,25.7,7.0,0.6492537313432836,4.544776119402985,532.3
10433,48,Male,60.1,1.56,179.0,129.0,68.0,0.72,Yoga,25.3,3.6,4,1,24.6,3.0,0.5495495495495496,1.648648648648649,71.3
10434,45,Female,53.6,1.71,159.0,129.0,74.0,0.85,Cardio,23.4,3.2,4,1,18.4,7.0,0.6470588235294118,4.529411764705882,206.4
10435,24,Female,61.4,1.53,195.0,135.0,61.0,0.72,Yoga,24.2,3.7,2,0,26.3,3.0,0.5522388059701493,1.656716417910448,73.2
10436,47,Male,63.4,1.72,184.0,156.0,74.0,0.26,Mixed,17.8,3.2,3,0,21.4,8.0,0.7454545454545455,5.963636363636364,98.3
10437,24,Female,50.9,1.67,200.0,144.0,75.0,0.52,Yoga,23.3,3.5,4,1,18.3,3.0,0.552,1.656,43.8
10438,53,Male,90.3,1.87,169.0,132.0,63.0,1.19,Cardio,17.6,2.9,4,2,25.7,7.0,0.6509433962264151,4.556603773584905,489.6
10439,46,Female,44.1,1.53,168.0,132.0,64.0,0.9,Cardio,18.8,3.0,5,3,19.0,7.0,0.6538461538461539,4.576923076923077,181.7
10440,41,Male,59.4,1.82,186.0,127.0,55.0,1.11,Yoga,19.2,4.6,6,2,18.0,3.0,0.549618320610687,1.6488549618320612,108.7
10441,56,Male,66.5,1.51,159.0,146.0,71.0,0.84,HIIT,22.4,3.0,5,1,29.2,9.5,0.8522727272727273,8.09659090909091,452.3
10442,21,Female,52.1,1.55,194.0,175.0,63.0,1.41,HIIT,18.5,4.5,6,2,21.8,9.5,0.8549618320610687,8.122137404580153,596.7
10443,46,Female,41.2,1.51,181.0,143.0,74.0,0.63,Cardio,33.8,2.6,2,0,18.0,7.0,0.6448598130841121,4.5140186915887845,117.2
10444,22,Female,58.6,1.71,193.0,136.0,65.0,0.62,Yoga,24.2,4.0,5,1,20.1,3.0,0.5546875,1.6640625,60.5
10445,46,Female,51.6,1.56,167.0,153.0,78.0,0.9,HIIT,20.6,3.2,5,1,21.1,9.5,0.8426966292134831,8.00561797752809,371.8
10446,47,Male,68.2,1.55,168.0,136.0,60.0,1.0,Strength,12.1,3.9,7,3,28.6,6.0,0.7037037037037037,4.222222222222222,288.0
10447,46,Male,52.0,1.7,175.0,149.0,71.0,0.93,Mixed,20.6,4.4,4,1,18.0,8.0,0.75,6.0,290.2
10448,43,Male,55.5,1.73,174.0,152.0,85.0,0.77,Mixed,26.8,3.8,3,0,18.6,8.0,0.7528089887640449,6.022471910112359,257.4
10449,36,Male,79.2,1.68,193.0,138.0,70.0,0.53,Yoga,24.2,3.3,2,0,27.9,3.0,0.5528455284552846,1.6585365853658538,69.6
10450,43,Male,61.5,1.66,177.0,160.0,66.0,1.1,HIIT,17.2,3.6,7,2,22.2,9.5,0.8468468468468469,8.045045045045045,544.2
10451,54,Male,86.5,1.86,160.0,120.0,72.0,0.77,Yoga,20.8,4.0,2,0,24.9,3.0,0.5454545454545454,1.6363636363636362,109.0
10452,44,Male,63.3,1.69,167.0,128.0,56.0,1.11,Cardio,12.1,3.1,6,3,22.0,7.0,0.6486486486486487,4.54054054054054,319.0
10453,47,Female,99.4,1.76,178.0,140.0,72.0,0.7,Cardio,22.9,2.6,4,1,32.1,7.0,0.6415094339622641,4.4905660377358485,312.5
10454,47,Female,54.1,1.69,175.0,144.0,74.0,0.36,Strength,33.8,3.1,3,0,18.8,6.0,0.693069306930693,4.158415841584159,81.0
10455,20,Female,62.0,1.57,203.0,158.0,75.0,1.19,Cardio,19.0,3.6,5,2,25.1,7.0,0.6484375,4.5390625,334.9
10456,24,Female,90.3,1.73,194.0,142.0,79.0,0.62,Yoga,23.8,3.7,5,1,30.0,3.0,0.5478260869565217,1.643478260869565,92.0
10457,26,Female,58.6,1.61,195.0,162.0,64.0,0.88,Mixed,14.7,4.2,6,2,22.5,8.0,0.7480916030534351,5.984732824427481,308.6
10458,58,Female,58.6,1.67,168.0,140.0,57.0,0.81,Mixed,24.5,4.3,7,2,21.0,8.0,0.7477477477477478,5.981981981981982,283.9
10459,59,Female,79.2,1.71,161.0,146.0,64.0,0.95,HIIT,12.7,3.7,6,2,27.1,9.5,0.845360824742268,8.030927835051546,604.2
10460,30,Female,61.9,1.49,184.0,143.0,65.0,1.24,Cardio,9.7,3.3,6,3,28.0,7.0,0.6554621848739496,4.588235294117647,352.2
10461,32,Male,48.0,1.52,192.0,172.0,61.0,0.96,HIIT,21.0,3.3,7,2,20.8,9.5,0.8473282442748091,8.049618320610687,370.9
10462,22,Female,93.6,1.77,196.0,153.0,73.0,0.49,Cardio,18.8,2.4,6,2,29.8,7.0,0.6504065040650406,4.5528455284552845,208.8
10463,46,Female,63.0,1.61,179.0,150.0,63.0,1.14,Mixed,18.6,5.0,7,3,24.2,8.0,0.75,6.0,430.9
10464,52,Female,68.2,1.62,168.0,143.0,69.0,0.67,Mixed,26.8,4.4,3,0,26.0,8.0,0.7474747474747475,5.97979797979798,273.2
10465,44,Male,86.2,1.7,180.0,143.0,57.0,1.2,Strength,10.3,3.7,7,3,30.0,6.0,0.6991869918699187,4.195121951219512,433.9
10466,44,Female,72.9,1.64,179.0,152.0,72.0,0.39,Mixed,26.8,3.6,2,0,27.1,8.0,0.7476635514018691,5.981308411214953,170.1
10467,25,Male,71.1,1.72,201.0,156.0,71.0,0.67,Cardio,16.1,3.1,2,0,24.0,7.0,0.6538461538461539,4.576923076923077,218.0
10468,49,Male,59.8,1.67,176.0,147.0,59.0,1.11,Mixed,16.6,4.4,6,2,21.3,8.0,0.7521367521367521,6.017094017094017,399.4
10469,37,Female,100.7,1.7,176.0,149.0,67.0,0.68,Mixed,25.8,4.1,5,1,34.8,8.0,0.7522935779816514,6.018348623853211,412.1
10470,27,Male,54.0,1.61,184.0,155.0,68.0,1.01,Mixed,19.5,4.1,5,1,20.8,8.0,0.75,6.0,327.2
10471,30,Female,73.0,1.7,190.0,141.0,81.0,0.29,Yoga,26.7,3.8,2,0,25.3,3.0,0.5504587155963303,1.651376146788991,35.0
10472,46,Female,83.5,1.79,177.0,162.0,77.0,0.44,HIIT,20.9,2.4,3,0,26.0,9.5,0.85,8.075,296.7
10473,52,Female,69.1,1.62,164.0,125.0,77.0,0.57,Yoga,30.3,3.7,2,0,26.2,3.0,0.5517241379310345,1.6551724137931034,65.2
10474,25,Male,102.0,1.77,197.0,161.0,77.0,0.64,Strength,28.9,2.8,2,0,32.5,6.0,0.7,4.199999999999999,274.2
10475,46,Female,67.9,1.67,176.0,138.0,66.0,0.75,Cardio,18.4,2.8,5,1,24.2,7.0,0.6545454545454545,4.581818181818182,233.3
10476,48,Female,72.6,1.75,172.0,126.0,71.0,0.79,Yoga,21.7,3.7,7,2,23.6,3.0,0.5445544554455446,1.6336633663366338,93.7
10477,58,Female,86.6,1.69,159.0,125.0,63.0,0.99,Cardio,20.5,3.7,6,2,30.2,7.0,0.6458333333333334,4.520833333333334,387.6
10478,47,Male,65.9,1.68,168.0,138.0,68.0,1.11,Strength,19.9,4.2,4,1,23.5,6.0,0.7,4.199999999999999,307.2
10479,39,Male,80.9,1.71,193.0,174.0,62.0,1.3,HIIT,9.0,3.6,6,3,27.5,9.5,0.8549618320610687,8.122137404580153,854.2
10480,38,Male,80.4,1.8,171.0,141.0,85.0,0.61,Cardio,30.3,2.8,2,0,24.8,7.0,0.6511627906976745,4.558139534883721,223.5
10481,29,Male,80.3,1.7,185.0,168.0,72.0,0.25,HIIT,28.2,3.3,2,0,27.7,9.5,0.8495575221238938,8.070796460176991,162.0
10482,28,Female,80.3,1.73,205.0,160.0,55.0,1.14,Strength,13.5,4.1,6,3,26.9,6.0,0.7,4.199999999999999,384.5
10483,19,Female,60.4,1.64,196.0,177.0,71.0,0.98,HIIT,25.2,3.3,5,1,22.4,9.5,0.848,8.056,476.9
10484,58,Male,60.7,1.84,159.0,130.0,63.0,1.17,Strength,13.4,3.5,7,3,18.0,6.0,0.6979166666666666,4.1875,297.4
10485,19,Female,54.7,1.74,204.0,170.0,68.0,0.85,Mixed,23.7,4.7,5,1,18.0,8.0,0.75,6.0,279.0
10486,51,Male,51.3,1.69,171.0,139.0,62.0,1.31,Strength,16.1,3.8,5,2,18.0,6.0,0.7064220183486238,4.238532110091743,284.8
10487,20,Female,65.7,1.67,202.0,162.0,69.0,0.58,Strength,22.0,3.8,2,0,23.6,6.0,0.6992481203007519,4.195488721804511,159.9
10488,33,Female,56.9,1.78,194.0,175.0,62.0,0.98,HIIT,12.5,3.7,7,3,18.0,9.5,0.8560606060606061,8.132575757575758,453.5
10489,21,Male,61.3,1.62,194.0,156.0,85.0,0.34,Cardio,31.3,2.5,2,0,23.4,7.0,0.6513761467889908,4.559633027522936,95.0
10490,40,Male,55.3,1.5,181.0,157.0,84.0,0.57,Mixed,23.3,4.0,2,0,24.5,8.0,0.7525773195876289,6.020618556701031,189.8
10491,37,Female,78.1,1.69,183.0,135.0,77.0,1.03,Yoga,23.0,4.2,3,0,27.4,3.0,0.5471698113207547,1.641509433962264,132.0
10492,42,Male,84.2,1.8,174.0,126.0,68.0,0.75,Yoga,19.2,3.9,5,1,26.0,3.0,0.5471698113207547,1.641509433962264,103.7
10493,47,Female,93.4,1.84,174.0,140.0,77.0,0.25,Cardio,26.5,2.7,3,0,27.6,7.0,0.6494845360824743,4.546391752577319,106.2
10494,35,Female,71.5,1.67,188.0,143.0,58.0,1.03,Cardio,22.9,3.2,6,3,25.7,7.0,0.6538461538461539,4.576923076923077,337.1
10495,59,Female,64.4,1.68,164.0,137.0,57.0,0.93,Mixed,17.4,4.2,7,3,22.7,8.0,0.7476635514018691,5.981308411214953,358.2
10496,28,Female,70.7,1.73,197.0,158.0,66.0,1.03,Strength,25.2,3.7,4,2,23.6,6.0,0.7022900763358778,4.213740458015267,306.8
10497,46,Male,56.3,1.65,174.0,138.0,71.0,1.26,Cardio,8.0,4.0,7,2,20.6,7.0,0.6504854368932039,4.553398058252427,323.0
10498,34,Female,74.7,1.73,181.0,150.0,59.0,0.85,Mixed,18.6,4.1,7,3,24.9,8.0,0.7459016393442623,5.967213114754099,378.9
10499,43,Female,50.3,1.67,170.0,131.0,59.0,1.08,Cardio,18.4,3.2,7,3,18.0,7.0,0.6486486486486487,4.54054054054054,246.7
10500,40,Female,89.7,1.78,178.0,142.0,59.0,1.32,Strength,16.8,3.7,6,3,28.3,6.0,0.6974789915966386,4.184873949579831,495.5
10501,37,Male,61.9,1.75,176.0,137.0,64.0,1.29,Cardio,13.1,3.7,7,3,20.2,7.0,0.6517857142857143,4.5625,364.3
10502,19,Female,76.3,1.76,197.0,168.0,79.0,0.78,Mixed,38.4,4.1,3,0,24.6,8.0,0.7542372881355932,6.033898305084746,359.1
10503,41,Male,69.6,1.66,173.0,142.0,70.0,0.66,Strength,28.1,3.5,2,0,25.3,6.0,0.6990291262135923,4.194174757281553,192.7
10504,48,Male,100.5,1.87,169.0,139.0,69.0,1.17,Strength,18.8,4.4,3,1,28.7,6.0,0.7,4.199999999999999,493.9
10505,44,Male,53.8,1.73,185.0,148.0,81.0,0.56,Cardio,17.0,3.3,3,0,18.0,7.0,0.6442307692307693,4.509615384615385,135.9
10506,19,Male,66.0,1.7,200.0,181.0,73.0,0.74,HIIT,26.4,2.8,3,0,22.7,9.5,0.8503937007874016,8.078740157480315,394.6
10507,31,Male,67.4,1.6,197.0,178.0,72.0,0.83,HIIT,16.0,3.1,4,2,26.2,9.5,0.848,8.056,450.7
10508,21,Male,86.5,1.67,201.0,182.0,73.0,0.92,HIIT,27.8,3.1,3,1,31.0,9.5,0.8515625,8.08984375,643.8
10509,30,Male,68.2,1.69,187.0,147.0,74.0,1.11,Cardio,14.4,3.9,7,2,23.8,7.0,0.6460176991150443,4.522123893805309,342.3
10510,53,Female,55.4,1.6,166.0,129.0,58.0,1.22,Cardio,17.3,3.4,7,3,21.6,7.0,0.6574074074074074,4.601851851851852,311.0
10511,52,Female,87.5,1.65,160.0,128.0,69.0,1.04,Cardio,28.3,2.9,5,2,32.1,7.0,0.6483516483516484,4.538461538461538,413.0
10512,25,Male,75.3,1.66,193.0,139.0,74.0,1.02,Yoga,22.0,4.3,3,1,27.2,3.0,0.5462184873949579,1.638655462184874,125.9
10513,19,Male,83.8,1.69,194.0,143.0,80.0,0.35,Yoga,27.2,3.3,3,0,29.5,3.0,0.5526315789473685,1.6578947368421053,48.6
10514,23,Male,43.3,1.5,200.0,169.0,77.0,0.94,Mixed,28.0,4.0,3,0,19.2,8.0,0.7479674796747967,5.983739837398374,243.6
10515,48,Female,72.4,1.67,170.0,148.0,81.0,0.65,Mixed,28.5,3.0,3,0,26.1,8.0,0.7528089887640449,6.022471910112359,283.4
10516,27,Male,53.0,1.64,191.0,156.0,72.0,0.67,Strength,24.2,4.0,2,0,19.7,6.0,0.7058823529411765,4.235294117647059,150.4
10517,38,Female,52.9,1.68,180.0,154.0,75.0,0.27,Mixed,30.7,3.6,2,0,18.8,8.0,0.7523809523809524,6.019047619047619,86.0
10518,59,Female,83.7,1.78,165.0,139.0,58.0,1.19,Mixed,25.1,4.6,5,2,26.3,8.0,0.7570093457943925,6.05607476635514,603.2
10519,27,Male,94.6,1.89,189.0,132.0,64.0,0.81,Yoga,18.0,3.5,7,2,26.6,3.0,0.544,1.632,125.1
10520,40,Female,67.4,1.75,175.0,159.0,66.0,0.7,HIIT,24.2,3.0,4,1,22.1,9.5,0.8532110091743119,8.105504587155963,382.4
10521,20,Male,72.0,1.56,202.0,167.0,62.0,1.3,Mixed,19.6,4.9,7,3,29.7,8.0,0.75,6.0,561.6
10522,49,Male,61.0,1.65,176.0,152.0,80.0,0.61,Mixed,24.4,4.2,3,0,22.5,8.0,0.75,6.0,223.3
10523,37,Male,69.4,1.74,185.0,157.0,73.0,0.91,Mixed,23.7,4.3,5,1,22.9,8.0,0.75,6.0,378.9
10524,27,Female,71.3,1.73,204.0,173.0,79.0,0.53,Mixed,28.8,3.9,3,0,23.9,8.0,0.752,6.016,227.3
10525,46,Male,72.9,1.78,169.0,120.0,60.0,1.3,Yoga,18.5,4.1,5,3,23.0,3.0,0.5504587155963303,1.651376146788991,156.5
10526,58,Female,81.2,1.67,151.0,139.0,69.0,1.14,HIIT,24.1,3.8,4,1,29.1,9.5,0.8536585365853658,8.109756097560975,750.7
10527,51,Male,53.6,1.64,171.0,125.0,69.0,0.7,Yoga,26.1,3.7,2,0,19.8,3.0,0.5490196078431373,1.647058823529412,61.8
10528,54,Male,72.2,1.86,165.0,120.0,65.0,0.4,Yoga,20.0,3.2,3,0,21.0,3.0,0.55,1.65,47.7
10529,37,Male,54.7,1.69,185.0,166.0,57.0,0.65,HIIT,18.0,3.5,4,2,19.2,9.5,0.8515625,8.08984375,287.6
10530,25,Male,78.6,1.58,199.0,155.0,72.0,0.45,Cardio,23.7,2.5,3,0,31.5,7.0,0.6535433070866141,4.574803149606299,161.8
10531,24,Male,75.8,1.83,188.0,157.0,65.0,1.2,Mixed,9.5,4.2,7,3,22.7,8.0,0.7479674796747967,5.983739837398374,544.3
10532,23,Female,49.0,1.53,196.0,163.0,64.0,0.44,Mixed,23.8,3.8,3,1,20.9,8.0,0.75,6.0,129.4
10533,28,Male,48.0,1.45,195.0,139.0,71.0,0.86,Yoga,30.6,3.7,3,0,22.9,3.0,0.5483870967741935,1.6451612903225803,67.9
10534,35,Male,84.6,1.76,186.0,152.0,73.0,0.42,Strength,22.8,3.6,3,0,27.4,6.0,0.6991150442477876,4.1946902654867255,149.0
10535,59,Male,83.6,1.77,160.0,139.0,76.0,0.96,Mixed,24.2,4.2,3,1,26.7,8.0,0.75,6.0,481.5
10536,46,Female,64.3,1.72,178.0,140.0,70.0,0.9,Cardio,21.7,2.9,3,1,21.7,7.0,0.6481481481481481,4.537037037037037,262.6
10537,42,Male,53.8,1.55,183.0,132.0,71.0,0.43,Yoga,16.5,3.5,3,1,22.4,3.0,0.5446428571428571,1.6339285714285712,37.8
10538,38,Male,50.9,1.67,172.0,157.0,72.0,0.72,HIIT,23.0,3.2,3,1,18.2,9.5,0.85,8.075,295.9
10539,20,Male,67.0,1.65,205.0,160.0,77.0,0.7,Cardio,24.3,2.9,3,1,24.6,7.0,0.6484375,4.5390625,212.9
10540,35,Male,77.0,1.63,179.0,148.0,75.0,0.93,Strength,28.9,4.2,3,0,29.1,6.0,0.7019230769230769,4.211538461538462,301.6
10541,41,Female,71.9,1.82,182.0,146.0,61.0,0.68,Strength,29.4,3.6,3,1,21.7,6.0,0.7024793388429752,4.214876033057851,206.1
10542,55,Male,65.9,1.58,163.0,136.0,71.0,1.15,Strength,23.4,3.3,4,1,26.5,6.0,0.7065217391304348,4.239130434782609,321.3
10543,27,Female,63.5,1.71,199.0,181.0,77.0,1.07,HIIT,22.5,4.0,4,1,21.7,9.5,0.8524590163934426,8.098360655737704,550.2
10544,44,Female,63.5,1.8,180.0,144.0,78.0,0.56,Cardio,21.5,1.8,2,0,19.6,7.0,0.6470588235294118,4.529411764705882,161.1
10545,29,Female,78.9,1.72,194.0,156.0,66.0,1.1,Strength,18.8,3.7,6,2,26.7,6.0,0.703125,4.21875,366.1
10546,24,Female,108.7,1.8,197.0,158.0,67.0,0.91,Strength,26.5,4.0,5,2,33.4,6.0,0.7,4.199999999999999,415.5
10547,34,Male,78.9,1.74,183.0,130.0,66.0,0.27,Yoga,21.9,3.5,3,0,26.2,3.0,0.5470085470085471,1.6410256410256412,35.0
10548,18,Male,66.3,1.72,197.0,177.0,60.0,0.98,HIIT,18.3,3.8,4,1,22.3,9.5,0.8540145985401459,8.113138686131386,527.1
10549,43,Female,66.6,1.72,170.0,138.0,64.0,1.18,Strength,11.5,3.8,7,3,22.6,6.0,0.6981132075471698,4.188679245283018,329.2
10550,32,Female,95.9,1.74,185.0,169.0,81.0,0.55,HIIT,28.0,2.7,2,0,31.6,9.5,0.8461538461538461,8.038461538461538,424.0
